V1,Breast_pvalue,reject,fdr_pvalue
SUCLA2,0.0015604906115552,True,0.0313073428943262
SUCLG1,0.0011233534618351,True,0.02671084898141238
SUCLG2,0.257996862063068,False,0.30391556962291677
SUMO1,0.0051648422707778,False,0.05082354959782845
SVIL,0.0328936542494585,False,0.10402820703523329
TADA3,0.0156743039266572,False,0.07692094023310216
TALDO1,0.050456211587927,False,0.11909149940973947
TBK1,0.398242701658935,False,0.41913412207382994
TCF20,0.0474905888434143,False,0.11559774842036587
TCF3,0.0036662114160349,True,0.04440957979423407
TDG,0.0364693278044924,False,0.10612538867675923
TEP1,0.0201703183426077,False,0.08167487499869297
TERF1,0.0176127386515047,False,0.07692094023310216
TERF2,0.0094711575488165,False,0.062055127544887165
TERF2IP,0.0457004006272396,False,0.11395150314963451
TERT,0.0174664307519594,False,0.07692094023310216
TGFB1,0.0882303575133665,False,0.16438063688193236
TIMP1,0.0489641889462687,False,0.11642596038335003
TIMP2,0.0423238117209235,False,0.11262998355740551
TINF2,0.0001859147505217,True,0.011939509352781874
TKT,0.106950576619099,False,0.17927485689154454
TLN1,0.268965567114831,False,0.3125677525961482
TNF,0.171354801245854,False,0.23863293362220883
TNFRSF10A,0.634213172696565,False,0.6389065487830118
TNFRSF10B,0.112722313343246,False,0.18594367754819074
TNFRSF10C,0.0646513407841026,False,0.13789422187174044
TNFRSF10D,0.0457935947236849,False,0.11395150314963451
TNFRSF1A,0.0718270943225724,False,0.14546685979524124
TNFRSF1B,0.484675780460581,False,0.49627089482566666
TNFRSF21,0.0056814059493543,False,0.05122732884273911
TNFSF4,0.0835771199801094,False,0.15921813361195916
TNFSF8,0.0902567911743193,False,0.16525432486489244
TNKS,0.0759954428375499,False,0.149202062084731
TNKS2,0.044039465033829,False,0.11331978138338403
TOP2A,0.0395439910712517,False,0.11086131994647856
TOPBP1,0.0522869156451707,False,0.12162391247898402
TP53,0.372148060543374,False,0.3977249166474486
TP53AIP1,0.0010161647076568,True,0.025669732387605785
TP53BP2,0.0066354317013563,False,0.052811410143894344
TP63,0.0197180201561112,False,0.0806303754154356
TP73,0.0081827655660289,False,0.05772896146583027
TPI1,0.1887744394336,False,0.25248581274244003
TRADD,0.393508506556727,False,0.41483162760167275
TRAF1,0.0007325107878277,True,0.02355647721442098
TRAF2,0.0747555819163283,False,0.1486236101992315
TSC1,0.0352779903334394,False,0.10584705934542014
TWIST1,0.0029277999283482,True,0.03915932404165718
TWIST2,0.0955226936223372,False,0.16847683875148486
TYMP,0.0109780238703938,False,0.06328948786118203
UGP2,0.0219400919534403,False,0.08298984859133571
UNG,0.406291863035279,False,0.42690568914672516
UQCR11,0.241627489398483,False,0.29123587412262314
UQCRC1,0.0407029238064505,False,0.11215140379288077
UQCRC2,0.041735622769948,False,0.11262998355740551
UQCRFS1,0.109382568293234,False,0.18145635360272927
UQCRH,0.0050059319196183,False,0.05082354959782845
UQCRQ,0.255915066198026,False,0.30257361417888157
VASP,0.0013756764057866,True,0.0290469442561002
VCL,0.0561489414133315,False,0.12742455199483035
VEGFA,0.310679817493505,False,0.3456784104520454
VEGFB,0.120473980569636,False,0.19174549178152617
VEGFC,0.0636661014546476,False,0.13691965584437793
VEGFD,0.116414476598197,False,0.1883786954325813
VHL,0.115218544007909,False,0.18821960624192768
VIM,0.376510901326185,False,0.4001986732639251
WASF1,0.0487703059561568,False,0.1163960461853259
WASF2,0.26617653832441,False,0.31126655301324446
WASL,0.415056024624544,False,0.43327799643732884
WEE1,0.0904888070592151,False,0.16525432486489244
WIPF1,0.433053231115097,False,0.44769754327840944
WRAP53,0.0179593705070514,False,0.0773624383746031
WT1,0.0187794730125854,False,0.07871446555803169
WWOX,0.0016477149775689,True,0.03144903830940271
XAB2,0.193309687783957,False,0.25535971102325183
XPA,0.0465613730086114,False,0.11453027383727402
XPC,0.0899107316788361,False,0.16525432486489244
XRCC1,0.0018980497251269,True,0.03144903830940271
XRCC2,0.152268441920815,False,0.22069817383333742
XRCC3,0.0097550459578306,False,0.06262739504927245
XRCC4,0.0045431295115264,True,0.04905084168315166
XRCC5,0.193775328898229,False,0.25544920154550926
XRCC6,0.174754529449034,False,0.24024070215477478
ZEB1,0.238621476673049,False,0.28983191219133975
ZEB2,0.0222490277814599,False,0.08353143763565649
ZHX2,0.121275685873421,False,0.19177091214467065
